accuracy,auc,predicted_labels,expected_labels,train_sets,test_sets,dummy_accuracy,dummy_auc,labels,n_labels,chance
40.0,64.58333333333334,['ker' 'keh' 'keh' 'ker' 'keh'],"21    k-krah
4        keh
5        kia
11       ker
15       ker
Name: id, dtype: object",[ 0 16 14 18  8  2 20 13  9  7 10 17 19  3  6 22  1 12],[21  4  5 11 15],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
80.0,89.58333333333334,['ker' 'ker' 'ker' 'kia' 'keh'],"18    k-krah
9        ker
12       ker
5        kia
4        keh
Name: id, dtype: object",[ 6  8  3 11  7  1 15 16 14 21 20 19 22  0 10 13  2 17],[18  9 12  5  4],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
80.0,100.0,['k-krah' 'keh' 'kia' 'ker' 'k-krah'],"13       ker
3        keh
8        kia
16       ker
21    k-krah
Name: id, dtype: object",[22  4  2 19 14  7 20 10  9 12  6  0  5  1 11 18 15 17],[13  3  8 16 21],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
40.0,64.58333333333334,['ker' 'keh' 'keh' 'keh' 'ker'],"17       ker
3        keh
7        kia
15       ker
19    k-krah
Name: id, dtype: object",[11  8  6 18  4 21  1 12 16 10  0  9  5 22 20 13 14  2],[17  3  7 15 19],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
40.0,71.875,['keh' 'k-krah' 'keh' 'k-krah' 'keh'],"2        keh
11       ker
6        kia
22    k-krah
15       ker
Name: id, dtype: object",[16  4 18 21  0  8 19  5 12 17  3  9 13 14 20  7 10  1],[ 2 11  6 22 15],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
40.0,73.95833333333334,['keh' 'k-krah' 'k-krah' 'keh' 'keh'],"5        kia
20    k-krah
16       ker
0        keh
15       ker
Name: id, dtype: object",[ 7 11 17  3  9 18 13  8 10  6  2 14  4 22 19 21  1 12],[ 5 20 16  0 15],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
40.0,64.58333333333334,['ker' 'keh' 'keh' 'keh' 'ker'],"9        ker
3        keh
15       ker
7        kia
19    k-krah
Name: id, dtype: object",[ 6  2 12  0 11  4  8 20 14 13 21 22  1 16 10 17 18  5],[ 9  3 15  7 19],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
40.0,73.95833333333334,['keh' 'k-krah' 'keh' 'keh' 'k-krah'],"15       ker
18    k-krah
5        kia
1        keh
11       ker
Name: id, dtype: object",[ 7 21 10 16  2 19  4 20 14 12 22  9 17  3 13  8  6  0],[15 18  5  1 11],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
60.0,89.58333333333334,['ker' 'ker' 'kia' 'kia' 'ker'],"10       ker
18    k-krah
1        keh
5        kia
14       ker
Name: id, dtype: object",[ 9 20 21 17  0  8 15  6  2 11 16 12 13 19 22  4  3  7],[10 18  1  5 14],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
60.0,100.0,['ker' 'ker' 'keh' 'ker' 'keh'],"12       ker
11       ker
6        kia
18    k-krah
0        keh
Name: id, dtype: object",[ 1 19 10  8 13 17 16  3 21  9  5  7 22 14  4  2 15 20],[12 11  6 18  0],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
40.0,73.95833333333334,['k-krah' 'keh' 'k-krah' 'keh' 'keh'],"10       ker
1        keh
19    k-krah
15       ker
8        kia
Name: id, dtype: object",[ 4 17 18  5 13 20  0  3 14 21 22 11  7  9 16  2  6 12],[10  1 19 15  8],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
40.0,73.95833333333334,['k-krah' 'k-krah' 'keh' 'keh' 'keh'],"17       ker
21    k-krah
3        keh
15       ker
5        kia
Name: id, dtype: object",[13 18 22  6 11  4 20  9  1 19  0 10 16  8 14  2 12  7],[17 21  3 15  5],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
80.0,100.0,['k-krah' 'ker' 'k-krah' 'keh' 'kia'],"9        ker
16       ker
21    k-krah
3        keh
5        kia
Name: id, dtype: object",[14 18 12 22  8  4  7  1  6  0 19 15 11 13 20  2 10 17],[ 9 16 21  3  5],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
40.0,73.95833333333334,['keh' 'keh' 'keh' 'k-krah' 'k-krah'],"0        keh
15       ker
8        kia
13       ker
21    k-krah
Name: id, dtype: object",[ 7 10 20 17 12  4 18  5  9  2 16 11  1  3  6 14 22 19],[ 0 15  8 13 21],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
80.0,100.0,['kia' 'k-krah' 'k-krah' 'ker' 'keh'],"5        kia
9        ker
19    k-krah
17       ker
3        keh
Name: id, dtype: object",[ 1 12 18  4 10  0 15 21  2  7  8 20 22 11 13  6 14 16],[ 5  9 19 17  3],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
60.0,100.0,['keh' 'ker' 'ker' 'ker' 'keh'],"2        keh
19    k-krah
17       ker
12       ker
7        kia
Name: id, dtype: object",[14 21  0  5 18  8 10  4 11 22 15 13  9  6 20 16  1  3],[ 2 19 17 12  7],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
100.0,100.0,['kia' 'ker' 'ker' 'keh' 'k-krah'],"7        kia
11       ker
12       ker
3        keh
21    k-krah
Name: id, dtype: object",[19 18  0 20  1 17  9 16 22 10  5  6 13 15  4 14  2  8],[ 7 11 12  3 21],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
80.0,100.0,['ker' 'ker' 'keh' 'k-krah' 'keh'],"10       ker
11       ker
4        keh
22    k-krah
7        kia
Name: id, dtype: object",[17 18 14  2  3  6 21 12  5  9 20  0 15 19 13 16  1  8],[10 11  4 22  7],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
40.0,73.95833333333334,['k-krah' 'keh' 'keh' 'keh' 'k-krah'],"17       ker
5        kia
15       ker
0        keh
19    k-krah
Name: id, dtype: object",[ 6 10  4 20 22 11  2 18 21 13  9  3  1 12  7  8 14 16],[17  5 15  0 19],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
80.0,100.0,['keh' 'k-krah' 'ker' 'keh' 'kia'],"14       ker
22    k-krah
16       ker
0        keh
8        kia
Name: id, dtype: object",[21 13 18 11  1  2 15 12  7 17  5 20  3 10 19  9  4  6],[14 22 16  0  8],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
40.0,73.95833333333334,['keh' 'keh' 'k-krah' 'k-krah' 'keh'],"15       ker
1        keh
13       ker
22    k-krah
7        kia
Name: id, dtype: object",[ 3 17  5  9 14 11 10 20  2  4  0  8 18 12 19 21 16  6],[15  1 13 22  7],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
80.0,100.0,['k-krah' 'ker' 'keh' 'keh' 'ker'],"20    k-krah
12       ker
0        keh
7        kia
14       ker
Name: id, dtype: object",[ 8 13 18  9 15  5  4  1 10 16  3  2 22 17  6 11 21 19],[20 12  0  7 14],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
40.0,73.95833333333334,['k-krah' 'k-krah' 'keh' 'keh' 'keh'],"11       ker
19    k-krah
15       ker
1        keh
7        kia
Name: id, dtype: object",[21  2 17  0 20  8 16 12 13 10 18  4  6 22  9  3  5 14],[11 19 15  1  7],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
100.0,100.0,['ker' 'kia' 'k-krah' 'ker' 'keh'],"17       ker
5        kia
20    k-krah
11       ker
2        keh
Name: id, dtype: object",[ 1 22  6 13 21  0 15 16 10  7 18  8 14 12  3 19  4  9],[17  5 20 11  2],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
80.0,87.5,['kia' 'ker' 'kia' 'ker' 'k-krah'],"7        kia
16       ker
1        keh
10       ker
20    k-krah
Name: id, dtype: object",[ 5  3 14  8 18  0 19  2  6 22  4  9 21 11 12 13 15 17],[ 7 16  1 10 20],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
100.0,100.0,['k-krah' 'kia' 'ker' 'keh' 'ker'],"21    k-krah
7        kia
13       ker
3        keh
17       ker
Name: id, dtype: object",[22  1  8 12 10 14 11 19  6  5 15  0  9 20 16 18  4  2],[21  7 13  3 17],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
80.0,100.0,['kia' 'ker' 'ker' 'keh' 'ker'],"5        kia
12       ker
10       ker
4        keh
18    k-krah
Name: id, dtype: object",[ 2  7  8  9 19 11 14 20 15  6  0 21 13  3 17 16 22  1],[ 5 12 10  4 18],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
60.0,81.25,['ker' 'k-krah' 'keh' 'keh' 'k-krah'],"14       ker
22    k-krah
6        kia
3        keh
9        ker
Name: id, dtype: object",[19 12  5  7 13 11 20  2  4  0 16 15  8 17  1 10 21 18],[14 22  6  3  9],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
80.0,93.75,['keh' 'ker' 'ker' 'keh' 'k-krah'],"2        keh
12       ker
14       ker
6        kia
20    k-krah
Name: id, dtype: object",[ 5 15  4 21  8  1  0 22 13  9 16 18 17 11 10 19  7  3],[ 2 12 14  6 20],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
80.0,95.83333333333334,['ker' 'ker' 'kia' 'ker' 'keh'],"14       ker
11       ker
5        kia
19    k-krah
2        keh
Name: id, dtype: object",[ 9 18 16 12 21  4  6 15  7  8 17  0 20 13  1 10 22  3],[14 11  5 19  2],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
80.0,100.0,['ker' 'keh' 'k-krah' 'keh' 'ker'],"11       ker
4        keh
21    k-krah
7        kia
10       ker
Name: id, dtype: object",[ 3 12 18 20 13 19 22 16 14  5  6  2  8 15  1  0  9 17],[11  4 21  7 10],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
80.0,100.0,['keh' 'k-krah' 'ker' 'keh' 'ker'],"6        kia
19    k-krah
16       ker
0        keh
9        ker
Name: id, dtype: object",[13  2  4  7 20  8 22 17 10 18 15 11  5 12  3 14  1 21],[ 6 19 16  0  9],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
100.0,100.0,['ker' 'k-krah' 'ker' 'keh' 'kia'],"14       ker
20    k-krah
16       ker
2        keh
5        kia
Name: id, dtype: object",[ 4 18 13 22 17  1  6 15 11  0 12  9 10 19 21  3  8  7],[14 20 16  2  5],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
80.0,100.0,['ker' 'keh' 'k-krah' 'ker' 'keh'],"16       ker
6        kia
20    k-krah
11       ker
0        keh
Name: id, dtype: object",[ 2 13 10 14  7  8 18  5 15 12 21  9  3 17  4 22 19  1],[16  6 20 11  0],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
60.0,89.58333333333334,['kia' 'k-krah' 'keh' 'ker' 'ker'],"7        kia
9        ker
2        keh
18    k-krah
14       ker
Name: id, dtype: object",[ 4  5 17 21  8 22 12 10 19  0 11  1  3 15 20 16  6 13],[ 7  9  2 18 14],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
60.0,87.5,['k-krah' 'kia' 'ker' 'kia' 'k-krah'],"13       ker
7        kia
12       ker
1        keh
22    k-krah
Name: id, dtype: object",[ 4 11 21  6  5 16  0  9 20 19 18  3 15  2 14 17  8 10],[13  7 12  1 22],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
80.0,100.0,['ker' 'kia' 'k-krah' 'k-krah' 'keh'],"10       ker
5        kia
14       ker
21    k-krah
4        keh
Name: id, dtype: object",[ 6  1 16 20  7 19 18 22 12 15 17 13  8 11  3  2  9  0],[10  5 14 21  4],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
80.0,87.5,['kia' 'k-krah' 'ker' 'kia' 'ker'],"1        keh
21    k-krah
9        ker
7        kia
11       ker
Name: id, dtype: object",[15  8 16  5 18  2 14 10 12 13 20  0 22  3  4 17  6 19],[ 1 21  9  7 11],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
80.0,100.0,['keh' 'ker' 'ker' 'k-krah' 'keh'],"6        kia
17       ker
9        ker
20    k-krah
0        keh
Name: id, dtype: object",[10  1  3 21 11 12 18 16 14  8  4  7 15 13  2 19  5 22],[ 6 17  9 20  0],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
80.0,81.25,['k-krah' 'ker' 'ker' 'keh' 'keh'],"21    k-krah
14       ker
16       ker
4        keh
6        kia
Name: id, dtype: object",[19  0 22 20  9 11 13 15 10  3  1  7  5 18  2  8 12 17],[21 14 16  4  6],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
100.0,100.0,['k-krah' 'kia' 'ker' 'keh' 'ker'],"20    k-krah
8        kia
11       ker
0        keh
12       ker
Name: id, dtype: object",[22  9  5  6 10 15  4  7 13 21 14  3 19 18  1 16  2 17],[20  8 11  0 12],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
100.0,100.0,['keh' 'ker' 'kia' 'ker' 'k-krah'],"2        keh
12       ker
5        kia
13       ker
22    k-krah
Name: id, dtype: object",[15 10  8 11 16 14  1  7  6 20  4 19  9 21  0 18  3 17],[ 2 12  5 13 22],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
40.0,71.875,['k-krah' 'k-krah' 'keh' 'keh' 'keh'],"14       ker
21    k-krah
15       ker
4        keh
5        kia
Name: id, dtype: object",[ 8 17 16 10  6  3 18  9 13 19 12 20  1  2 11  7  0 22],[14 21 15  4  5],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
80.0,100.0,['keh' 'ker' 'ker' 'kia' 'ker'],"4        keh
10       ker
17       ker
5        kia
18    k-krah
Name: id, dtype: object",[14 11  1  0  7  6 21 16 12 19  2  8 13 22  3  9 20 15],[ 4 10 17  5 18],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
80.0,100.0,['keh' 'keh' 'ker' 'k-krah' 'ker'],"2        keh
6        kia
14       ker
21    k-krah
13       ker
Name: id, dtype: object",[ 7  1 16  3 10  9 20 11  5 12  4 18 15 17  8 22  0 19],[ 2  6 14 21 13],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
80.0,87.5,['k-krah' 'ker' 'keh' 'keh' 'ker'],"21    k-krah
17       ker
6        kia
3        keh
11       ker
Name: id, dtype: object",[ 4 22 16  1  5  9  2 13 18  8  0 12 15 14 10 19 20  7],[21 17  6  3 11],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
80.0,100.0,['ker' 'k-krah' 'keh' 'keh' 'ker'],"12       ker
19    k-krah
4        keh
6        kia
16       ker
Name: id, dtype: object",[ 2  1 22  5 14  0 13  3  8 21  9 20 11 15 17  7 10 18],[12 19  4  6 16],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
40.0,73.95833333333334,['k-krah' 'keh' 'keh' 'keh' 'k-krah'],"19    k-krah
6        kia
15       ker
3        keh
17       ker
Name: id, dtype: object",[ 9 18  2 12  7 10 20  8  4 22 14  1 16  0 11 13  5 21],[19  6 15  3 17],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
80.0,100.0,['keh' 'keh' 'ker' 'ker' 'k-krah'],"7        kia
3        keh
12       ker
16       ker
20    k-krah
Name: id, dtype: object",[17 11 14 22  9 19  6  4 21  5 10  1  0 13 15 18  2  8],[ 7  3 12 16 20],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
