accuracy,auc,predicted_labels,expected_labels,train_sets,test_sets,dummy_accuracy,dummy_auc,labels,n_labels,chance
80.0,93.75,['ker' 'keh' 'k-krah' 'ker' 'keh'],"13       ker
6        kia
22    k-krah
16       ker
2        keh
Name: id, dtype: object",[17 20  0  1 14 15  9 18  7  8 10 19  5 11  3 12  4 21],[13  6 22 16  2],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
40.0,64.58333333333334,['keh' 'ker' 'ker' 'keh' 'keh'],"6        kia
18    k-krah
10       ker
0        keh
15       ker
Name: id, dtype: object",[12 16  3 22 19 20  7  1 14 13  9  2  5 21 17 11  4  8],[ 6 18 10  0 15],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
80.0,87.5,['kia' 'kia' 'ker' 'ker' 'k-krah'],"7        kia
1        keh
17       ker
12       ker
20    k-krah
Name: id, dtype: object",[ 8 18 16  9 13  0 22  6 19 15  4  3 10  2  5 21 14 11],[ 7  1 17 12 20],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
40.0,73.95833333333334,['keh' 'keh' 'k-krah' 'keh' 'k-krah'],"8        kia
0        keh
20    k-krah
15       ker
13       ker
Name: id, dtype: object",[10 19  7  2  6 18 16  4  1 12  9 17  5 21  3 11 22 14],[ 8  0 20 15 13],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
40.0,73.95833333333334,['keh' 'keh' 'k-krah' 'keh' 'k-krah'],"1        keh
15       ker
22    k-krah
8        kia
10       ker
Name: id, dtype: object",[14  3  9 17  2 18  5 13 11  6 19  0  7 21 20 12  4 16],[ 1 15 22  8 10],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
60.0,87.5,['k-krah' 'k-krah' 'ker' 'kia' 'kia'],"9        ker
20    k-krah
17       ker
8        kia
1        keh
Name: id, dtype: object",[11 21  6 22 10  2  4 19 15  0 12 18  5 14  7 13  3 16],[ 9 20 17  8  1],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
100.0,100.0,['k-krah' 'ker' 'keh' 'kia' 'ker'],"22    k-krah
17       ker
0        keh
8        kia
13       ker
Name: id, dtype: object",[ 4 20 14 19 10  1 21  7  9  2  3  5 11 12 18 16 15  6],[22 17  0  8 13],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
40.0,73.95833333333334,['k-krah' 'keh' 'k-krah' 'keh' 'keh'],"19    k-krah
15       ker
14       ker
6        kia
4        keh
Name: id, dtype: object",[20  1  9 12  2  0 21 16  5 18 17  7 13 11 22  8 10  3],[19 15 14  6  4],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
60.0,100.0,['keh' 'ker' 'ker' 'ker' 'keh'],"4        keh
17       ker
18    k-krah
11       ker
6        kia
Name: id, dtype: object",[10  5  7 22 16  1 14 12  2  0 19 15  8 21  3  9 13 20],[ 4 17 18 11  6],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
80.0,100.0,['kia' 'ker' 'ker' 'ker' 'keh'],"7        kia
18    k-krah
16       ker
11       ker
3        keh
Name: id, dtype: object",[19 12  4 22 14 21 15  5  6 10 17  9  2 13  0 20  8  1],[ 7 18 16 11  3],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
80.0,100.0,['k-krah' 'keh' 'ker' 'keh' 'ker'],"22    k-krah
4        keh
12       ker
6        kia
11       ker
Name: id, dtype: object",[13 15 14  5 19  2 18  0 16  3 21  9 10 17  8  1  7 20],[22  4 12  6 11],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
80.0,100.0,['k-krah' 'keh' 'keh' 'ker' 'ker'],"22    k-krah
0        keh
7        kia
16       ker
12       ker
Name: id, dtype: object",[20  2  3  4 21 18 19 14 13 15  9  5  6  1 10 17  8 11],[22  0  7 16 12],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
80.0,87.5,['kia' 'ker' 'ker' 'kia' 'k-krah'],"1        keh
11       ker
12       ker
5        kia
19    k-krah
Name: id, dtype: object",[ 0 21 20  3  8  6  4  7 22 18 14 10 13  9 16 17 15  2],[ 1 11 12  5 19],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
40.0,64.58333333333334,['ker' 'keh' 'keh' 'keh' 'ker'],"21    k-krah
8        kia
15       ker
1        keh
13       ker
Name: id, dtype: object",[ 7 14 12  6 20 11  5  4 17  0 22  9 18 16 19  3 10  2],[21  8 15  1 13],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
100.0,100.0,['keh' 'ker' 'k-krah' 'kia' 'ker'],"2        keh
16       ker
21    k-krah
5        kia
12       ker
Name: id, dtype: object",[10  9 18  8 14  0  3 22 19  1 20 15  4 13  7 17 11  6],[ 2 16 21  5 12],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
60.0,87.5,['k-krah' 'k-krah' 'kia' 'kia' 'ker'],"9        ker
22    k-krah
8        kia
1        keh
13       ker
Name: id, dtype: object",[ 2 16 14  4  7 21  3 19 18 10 12 17  6  0 11 20 15  5],[ 9 22  8  1 13],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
60.0,93.75,['keh' 'keh' 'ker' 'keh' 'k-krah'],"6        kia
14       ker
11       ker
0        keh
21    k-krah
Name: id, dtype: object",[ 2  1 16 12  3  4 22  8  9 15 17 18 10  5  7 13 20 19],[ 6 14 11  0 21],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
80.0,100.0,['ker' 'kia' 'k-krah' 'keh' 'k-krah'],"16       ker
8        kia
21    k-krah
0        keh
13       ker
Name: id, dtype: object",[20  5  4 19  7 10 14  2 15 22  3 11 18 17  9  6  1 12],[16  8 21  0 13],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
40.0,64.58333333333334,['ker' 'keh' 'keh' 'ker' 'keh'],"11       ker
5        kia
2        keh
18    k-krah
15       ker
Name: id, dtype: object",[19 16 13 12 14 10  0  9 17  7  6 21  8  4 22  3  1 20],[11  5  2 18 15],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
100.0,100.0,['ker' 'k-krah' 'ker' 'keh' 'kia'],"13       ker
22    k-krah
10       ker
4        keh
8        kia
Name: id, dtype: object",[ 9  2 17 18 20 11  0  5 21 15 14  6  3 19  1 16 12  7],[13 22 10  4  8],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
80.0,95.83333333333334,['keh' 'ker' 'k-krah' 'k-krah' 'kia'],"0        keh
10       ker
22    k-krah
9        ker
8        kia
Name: id, dtype: object",[ 6 13 11 12 18 14 21  1 17  4 16 20  7  2  5  3 19 15],[ 0 10 22  9  8],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
80.0,89.58333333333334,['kia' 'ker' 'keh' 'ker' 'ker'],"7        kia
13       ker
2        keh
12       ker
18    k-krah
Name: id, dtype: object",[22  8  5 20 19  0 11 15 17 21 10  9  3  4 14  6  1 16],[ 7 13  2 12 18],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
60.0,87.5,['kia' 'ker' 'kia' 'ker' 'ker'],"1        keh
10       ker
8        kia
16       ker
18    k-krah
Name: id, dtype: object",[ 2  6 21  7 15 22  3 13 11  5 12  9  0 19  4 20 14 17],[ 1 10  8 16 18],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
40.0,77.08333333333334,['ker' 'ker' 'kia' 'keh' 'ker'],"13       ker
18    k-krah
1        keh
6        kia
14       ker
Name: id, dtype: object",[17 10  9 19  7  4 16 15  0  3 22  5 11 21  2  8 20 12],[13 18  1  6 14],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
100.0,100.0,['k-krah' 'ker' 'ker' 'kia' 'keh'],"22    k-krah
10       ker
16       ker
8        kia
0        keh
Name: id, dtype: object",[ 2 20  9 14 19 18 12  3 17  6  5  4  1  7 15 11 21 13],[22 10 16  8  0],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
40.0,64.58333333333334,['ker' 'keh' 'keh' 'ker' 'keh'],"14       ker
8        kia
3        keh
18    k-krah
15       ker
Name: id, dtype: object",[20  6 10 17 21 12 19 16 13  9 11  4  2  5  7  0  1 22],[14  8  3 18 15],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
80.0,93.75,['keh' 'k-krah' 'kia' 'kia' 'ker'],"3        keh
22    k-krah
7        kia
14       ker
10       ker
Name: id, dtype: object",[ 6 17  8 16 18  4 15 20  1  5 19 21  0  2  9 11 13 12],[ 3 22  7 14 10],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
40.0,64.58333333333334,['keh' 'keh' 'ker' 'ker' 'keh'],"0        keh
15       ker
21    k-krah
14       ker
8        kia
Name: id, dtype: object",[16 19 17 13  2  1 20  5  3  7 12  6  4 22  9 11 18 10],[ 0 15 21 14  8],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
80.0,87.5,['ker' 'keh' 'ker' 'keh' 'k-krah'],"10       ker
3        keh
11       ker
6        kia
22    k-krah
Name: id, dtype: object",[ 5 14  8  4 18 16  9 20  1 12 19  2  7  0 15 13 17 21],[10  3 11  6 22],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
40.0,71.875,['keh' 'k-krah' 'keh' 'k-krah' 'keh'],"3        keh
14       ker
7        kia
19    k-krah
15       ker
Name: id, dtype: object",[ 1 20  2  8  6 22 13  5  0 18 11 21 17 16  4  9 10 12],[ 3 14  7 19 15],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
80.0,100.0,['k-krah' 'keh' 'kia' 'k-krah' 'ker'],"9        ker
0        keh
5        kia
19    k-krah
17       ker
Name: id, dtype: object",[ 2 20 18  1 14 10 12 11  3 16 21  8 13 15  4 22  7  6],[ 9  0  5 19 17],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
40.0,73.95833333333334,['keh' 'keh' 'k-krah' 'k-krah' 'keh'],"2        keh
8        kia
21    k-krah
13       ker
15       ker
Name: id, dtype: object",[ 3 17  0 16  5 20 19  1  6  7 18 22 12 14  9  4 11 10],[ 2  8 21 13 15],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
100.0,100.0,['keh' 'ker' 'kia' 'ker' 'k-krah'],"2        keh
12       ker
7        kia
16       ker
20    k-krah
Name: id, dtype: object",[13 19 11 15  5  0 18  1  8  4 22 14 10 21  3  9  6 17],[ 2 12  7 16 20],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
80.0,95.83333333333334,['kia' 'keh' 'k-krah' 'ker' 'kia'],"14       ker
3        keh
22    k-krah
11       ker
5        kia
Name: id, dtype: object",[ 7  1  8 12  9  6 19 20 15  0  4 13 17  2 10 21 18 16],[14  3 22 11  5],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
40.0,73.95833333333334,['k-krah' 'keh' 'k-krah' 'keh' 'keh'],"10       ker
2        keh
18    k-krah
7        kia
15       ker
Name: id, dtype: object",[ 3 11 17 16  6  8  4  0 13  9 12 14 20 21 19  1 22  5],[10  2 18  7 15],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
60.0,100.0,['keh' 'ker' 'ker' 'keh' 'ker'],"3        keh
19    k-krah
17       ker
7        kia
12       ker
Name: id, dtype: object",[10  2  1 11 14 21  0 16  6 13  4 18 15  8  5 22  9 20],[ 3 19 17  7 12],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
60.0,87.5,['ker' 'kia' 'k-krah' 'ker' 'keh'],"9        ker
2        keh
21    k-krah
12       ker
8        kia
Name: id, dtype: object",[ 3  1  0 22  6 16 10 20 11  5  4 18 13 15  7 17 19 14],[ 9  2 21 12  8],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
80.0,100.0,['keh' 'ker' 'ker' 'kia' 'ker'],"2        keh
12       ker
17       ker
5        kia
18    k-krah
Name: id, dtype: object",[ 3  9  7 11 21  0  6  4  1 19 10 22 13 20 16 14  8 15],[ 2 12 17  5 18],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
40.0,73.95833333333334,['keh' 'k-krah' 'keh' 'k-krah' 'keh'],"5        kia
18    k-krah
15       ker
17       ker
1        keh
Name: id, dtype: object",[19  7  9 22 14  2 12  6 10 11  0  8 20 16 13 21  4  3],[ 5 18 15 17  1],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
80.0,100.0,['ker' 'keh' 'ker' 'ker' 'kia'],"11       ker
3        keh
16       ker
18    k-krah
5        kia
Name: id, dtype: object",[ 4  2 20 14 12  7  6 15 17 13  0 21  1 19  9  8 22 10],[11  3 16 18  5],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
60.0,100.0,['ker' 'ker' 'keh' 'keh' 'ker'],"9        ker
17       ker
0        keh
7        kia
19    k-krah
Name: id, dtype: object",[16 21 15 20  2  3  1 10 13  8  4 18  6 14  5 22 11 12],[ 9 17  0  7 19],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
80.0,100.0,['ker' 'kia' 'keh' 'ker' 'ker'],"12       ker
8        kia
4        keh
19    k-krah
10       ker
Name: id, dtype: object",[ 9  0  7  5 15  1 17 20  3 13 21 11 14  6 22 18  2 16],[12  8  4 19 10],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
60.0,87.5,['k-krah' 'k-krah' 'keh' 'keh' 'ker'],"13       ker
20    k-krah
6        kia
3        keh
10       ker
Name: id, dtype: object",[ 7 19  5 22  0  9  2 14 17  8  4 15 11  1 21 16 18 12],[13 20  6  3 10],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
80.0,100.0,['kia' 'ker' 'ker' 'keh' 'ker'],"7        kia
18    k-krah
17       ker
3        keh
11       ker
Name: id, dtype: object",[ 9 15  2 19 13 10  5 14  6 12  0 16  8 20  1  4 21 22],[ 7 18 17  3 11],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
80.0,100.0,['ker' 'ker' 'keh' 'k-krah' 'keh'],"16       ker
10       ker
6        kia
20    k-krah
0        keh
Name: id, dtype: object",[12  1 21  4  2 17 11 18  5 15  7  3  8 14 19  9 13 22],[16 10  6 20  0],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
100.0,100.0,['keh' 'ker' 'k-krah' 'ker' 'kia'],"3        keh
12       ker
19    k-krah
9        ker
5        kia
Name: id, dtype: object",[ 2 13 10 15  0  1 14 21 16  4 22  7  6  8 20 11 18 17],[ 3 12 19  9  5],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
60.0,77.08333333333334,['kia' 'k-krah' 'keh' 'k-krah' 'k-krah'],"8        kia
9        ker
0        keh
20    k-krah
14       ker
Name: id, dtype: object",[ 1 17  2 19  7 10 12 13 15  6 11 18  5 16 22  3 21  4],[ 8  9  0 20 14],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
40.0,64.58333333333334,['keh' 'keh' 'ker' 'keh' 'ker'],"3        keh
15       ker
10       ker
7        kia
18    k-krah
Name: id, dtype: object",[ 9 17  4  0 13 22 11 12  1 20  6 19  8 14  2 21  5 16],[ 3 15 10  7 18],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
80.0,100.0,['keh' 'ker' 'keh' 'ker' 'k-krah'],"4        keh
10       ker
6        kia
16       ker
20    k-krah
Name: id, dtype: object",[ 3  0 22  1 17 19  5  8 12 11 14 13 18  2  9 21 15  7],[ 4 10  6 16 20],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
40.0,73.95833333333334,['keh' 'k-krah' 'k-krah' 'keh' 'keh'],"15       ker
22    k-krah
16       ker
7        kia
0        keh
Name: id, dtype: object",[ 2  5  4 21 13 17 19  3  6  1 11  8 20  9 12 14 10 18],[15 22 16  7  0],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
40.0,73.95833333333334,['keh' 'keh' 'keh' 'k-krah' 'k-krah'],"2        keh
5        kia
15       ker
21    k-krah
13       ker
Name: id, dtype: object",[22 12 20  0  3 16 14 17  6 18 10  9  4  1 19  7 11  8],[ 2  5 15 21 13],40.0,50.0,['k-krah' 'keh' 'ker' 'kia'],4,25.0
